path,type,size_bytes,target_membership,primary_symbols,status,reference_count,referenced_by,public_relevance,deletion_risk,reorg_candidate,notes
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_3_part_b.md,Markdown Document,158,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_3_part_b.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_a.md,Markdown Document,159,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_a.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_b.md,Markdown Document,158,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_b.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_a.md,Markdown Document,159,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_a.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_b.md,Markdown Document,158,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_b.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_alpha.md,Markdown Document,224,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_alpha.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_beta.md,Markdown Document,233,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_beta.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_delta.md,Markdown Document,237,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_delta.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_epsilon.md,Markdown Document,242,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_epsilon.md.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_gamma.md,Markdown Document,242,TEST_ONLY,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_gamma.md.
Benchmarks/ResearchFixtures/tiny_research_suite/manifest.json,JSON Data,16498,TEST_ONLY,,RESOURCE_ONLY,1,OpenIntelligence/Services/LLM/AdapterManager.swift,Low,High,,Static configuration or schema data referenced by RAG system or external packages.
Benchmarks/rag_validation_sample.json,JSON Data,4649,TEST_ONLY,,RESOURCE_ONLY,0,,Low,High,,Static configuration or schema data referenced by RAG system or external packages.
Benchmarks/studio.html,Web Resource (CSS/JS/HTML),14875,TEST_ONLY,,RESOURCE_ONLY,0,,Low,High,,Frontend assets used by developer-only diagnostic overlays (e.g. Pipeline Xray).
CHANGELOG.md,Markdown Document,14879,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: CHANGELOG.md.
Docs/AI_AGENT_MAP.md,Markdown Document,15087,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/AI_AGENT_MAP.md.
Docs/ARCHITECTURE.md,Markdown Document,7076,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/ARCHITECTURE.md.
Docs/AppleIntelligenceTransitionPlan.md,Markdown Document,16329,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/AppleIntelligenceTransitionPlan.md.
Docs/DEMO.md,Markdown Document,1319,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/DEMO.md.
Docs/EVALS.md,Markdown Document,2841,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/EVALS.md.
Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,Markdown Document,51195,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md.
Docs/Engineering/APPLE_FM_TECH_REPORT_2025.md,Markdown Document,17186,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/APPLE_FM_TECH_REPORT_2025.md.
Docs/Engineering/APPLE_MODELS.md,Markdown Document,19932,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/APPLE_MODELS.md.
Docs/Engineering/HARD_LIMITS.md,Markdown Document,7195,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/HARD_LIMITS.md.
Docs/Engineering/PRIVATE_CLOUD_COMPUTE.md,Markdown Document,5341,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/PRIVATE_CLOUD_COMPUTE.md.
Docs/Engineering/RAG_TECHNICAL.md,Markdown Document,22458,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/RAG_TECHNICAL.md.
Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,Markdown Document,13774,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md.
Docs/LIMITATIONS.md,Markdown Document,1367,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/LIMITATIONS.md.
Docs/RELEASE_NOTES.md,Markdown Document,13651,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/RELEASE_NOTES.md.
Docs/RETRIEVAL_PIPELINE.md,Markdown Document,3349,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/RETRIEVAL_PIPELINE.md.
Docs/ROADMAP.md,Markdown Document,1755,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/ROADMAP.md.
Docs/Research/APPLE_INTELLIGENCE_AND_FOUNDATION_MODELS.md,Markdown Document,4102,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/APPLE_INTELLIGENCE_AND_FOUNDATION_MODELS.md.
Docs/Research/CAG_AND_CONTEXT_ENGINEERING_2024_2026.md,Markdown Document,3883,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/CAG_AND_CONTEXT_ENGINEERING_2024_2026.md.
Docs/Research/COREML_METAL_ON_DEVICE_AI.md,Markdown Document,4427,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/COREML_METAL_ON_DEVICE_AI.md.
Docs/Research/DOCUMENT_INTELLIGENCE_AND_OCR.md,Markdown Document,3994,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/DOCUMENT_INTELLIGENCE_AND_OCR.md.
Docs/Research/RAG_AND_RETRIEVAL_2024_2026.md,Markdown Document,6780,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/RAG_AND_RETRIEVAL_2024_2026.md.
Docs/Research/README.md,Markdown Document,2004,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/Research/README.md.
Docs/SOCIAL_POST_TEMPLATES.md,Markdown Document,11744,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/SOCIAL_POST_TEMPLATES.md.
Docs/TECHNICAL_CHANGELOG.md,Markdown Document,16342,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/TECHNICAL_CHANGELOG.md.
Docs/TestDocuments/README.md,Markdown Document,1291,TEST_ONLY,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/TestDocuments/README.md.
Docs/TestDocuments/sample_1page.txt,Text Document,1473,TEST_ONLY,,TEST_ONLY,0,,Low,Low,,Local text or document artifact used for testing RAG extraction pipelines.
Docs/TestDocuments/sample_empty.txt,Text Document,0,TEST_ONLY,,TEST_ONLY,0,,Low,Low,,Local text or document artifact used for testing RAG extraction pipelines.
Docs/TestDocuments/sample_special_chars.txt,Text Document,1758,TEST_ONLY,,TEST_ONLY,0,,Low,Low,,Local text or document artifact used for testing RAG extraction pipelines.
Docs/TestDocuments/sample_technical.md,Markdown Document,1765,TEST_ONLY,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/TestDocuments/sample_technical.md.
Docs/TestDocuments/sample_unicode.txt,Text Document,2679,TEST_ONLY,,TEST_ONLY,0,,Low,Low,,Local text or document artifact used for testing RAG extraction pipelines.
Docs/TestDocuments/sample_whitespace.txt,Text Document,774,TEST_ONLY,,TEST_ONLY,0,,Low,Low,,Local text or document artifact used for testing RAG extraction pipelines.
Docs/USER_CHANGELOG.md,Markdown Document,8957,NONE / NOT_MEMBERED,,HISTORICAL_DOC,0,,High,High,,Documentation markdown file detailing repository features or architecture: Docs/USER_CHANGELOG.md.
Gemfile,Unknown / Other,58,NONE / NOT_MEMBERED,,DEV_ONLY,0,,Low,Low,,Repository asset: Gemfile classified as DEV_ONLY.
Gemfile.lock,Unknown / Other,6324,NONE / NOT_MEMBERED,,DEV_ONLY,0,,Low,Low,,Repository asset: Gemfile.lock classified as DEV_ONLY.
HOW_IT_WORKS.md,Markdown Document,2865,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,High,High,,Documentation markdown file detailing repository features or architecture: HOW_IT_WORKS.md.
Info.plist,Property List,852,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,System configuration file defining target entitlements or application metadata.
LICENSE,Unknown / Other,1073,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: LICENSE classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/project.pbxproj,Xcode Project,41268,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/project.pbxproj classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/project.xcworkspace/contents.xcworkspacedata,Unknown / Other,135,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/project.xcworkspace/contents.xcworkspacedata classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,Unknown / Other,181,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/project.xcworkspace/xcshareddata/swiftpm/Package.resolved,Unknown / Other,585,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/project.xcworkspace/xcshareddata/swiftpm/Package.resolved classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligence-StoreKitTesting.xcscheme,Unknown / Other,3146,TEST_ONLY,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligence-StoreKitTesting.xcscheme classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligence.xcscheme,Unknown / Other,3220,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligence.xcscheme classified as RESOURCE_ONLY.
OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligenceEngine.xcscheme,Unknown / Other,2134,NONE / NOT_MEMBERED,,RESOURCE_ONLY,0,,Low,High,,Repository asset: OpenIntelligence.xcodeproj/xcshareddata/xcschemes/OpenIntelligenceEngine.xcscheme classified as RESOURCE_ONLY.
OpenIntelligence/App/ContentView.swift,Swift Source,17430,OpenIntelligence,"struct ContentView, enum Tab, struct ScreenshotMode",SHIPPED_USER_FACING,3,"OpenIntelligence/App/OpenIntelligenceApp.swift, OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Chat/Response/EnhancedCodeBlock.swift",High,High,,"Swift source file compiled in OpenIntelligence defining struct ContentView, enum Tab, struct ScreenshotMode. It is referenced in 3 other source files."
OpenIntelligence/App/DebugRAGValidationHarness.swift,Swift Source,19849,OpenIntelligence,"enum DebugRAGValidationHarness, class RunGate, struct Configuration",DEBUG_ONLY,2,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/App/OpenIntelligenceApp.swift",Low,High,,"Swift source file compiled in OpenIntelligence defining enum DebugRAGValidationHarness, class RunGate, struct Configuration. It is referenced in 2 other source files."
OpenIntelligence/App/OpenIntelligenceApp.swift,Swift Source,7488,OpenIntelligence,struct OpenIntelligenceApp,SHIPPED_USER_FACING,0,,High,High,,Swift source file compiled in OpenIntelligence defining struct OpenIntelligenceApp. It is referenced in 0 other source files.
OpenIntelligence/Core/Extensions/KeychainStorage.swift,Swift Source,2086,"OpenIntelligence, OpenIntelligenceEngine",enum KeychainStorage,SHIPPED_USER_FACING,1,Package.swift,High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining enum KeychainStorage. It is referenced in 1 other source files."
OpenIntelligence/Core/Extensions/LaunchArguments.swift,Swift Source,1452,"OpenIntelligence, OpenIntelligenceEngine",enum LaunchArguments,SHIPPED_USER_FACING,5,"OpenIntelligence/App/ContentView.swift, OpenIntelligence/App/DebugRAGValidationHarness.swift, OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift...",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining enum LaunchArguments. It is referenced in 5 other source files."
OpenIntelligence/Core/Extensions/MarkdownRenderer.swift,Swift Source,29902,OpenIntelligence,"enum MarkdownBlock, enum MarkdownTableAlignment, struct MarkdownParser, struct InlineMarkdownText, struct MarkdownBlockView...",SHIPPED_USER_FACING,1,Package.swift,High,High,,"Swift source file compiled in OpenIntelligence defining enum MarkdownBlock, enum MarkdownTableAlignment, struct MarkdownParser. It is referenced in 1 other source files."
OpenIntelligence/Core/Extensions/NetworkMonitor.swift,Swift Source,725,"OpenIntelligence, OpenIntelligenceEngine",class NetworkMonitor,SHIPPED_USER_FACING,5,"OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Services/Agentic/AgenticOrchestrator.swift, OpenIntelligence/Services/RAG/Orchestration/QueryRuntimeCoordinator.swift...",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining class NetworkMonitor. It is referenced in 5 other source files."
OpenIntelligence/Core/Models/ChatMessage.swift,Swift Source,6371,"OpenIntelligence, OpenIntelligenceEngine","struct ChatMessage, enum Role, enum CodingKeys",SHIPPED_USER_FACING,7,"OpenIntelligence/Features/Chat/Conversation/ChatScreen.swift, OpenIntelligence/Features/Chat/Conversation/MessageActionsBar.swift, OpenIntelligence/Features/Chat/Conversation/MessageBubbleV2.swift...",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining struct ChatMessage, enum Role, enum CodingKeys. It is referenced in 7 other source files."
OpenIntelligence/Core/Models/CloudTransmission.swift,Swift Source,1780,"OpenIntelligence, OpenIntelligenceEngine","enum CloudProvider, enum CloudConsentState, enum CloudConsentDecision, struct CloudTransmissionRecord",SHIPPED_USER_FACING,0,,High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining enum CloudProvider, enum CloudConsentState, enum CloudConsentDecision. It is referenced in 0 other source files."
OpenIntelligence/Core/Models/DocumentChunk.swift,Swift Source,27018,"OpenIntelligence, OpenIntelligenceEngine","struct DocumentChunk, enum ChunkAbstractionLevel, enum DocumentSemanticCategory, enum ChunkSemanticType, struct ChunkMetadata...",SHIPPED_USER_FACING,32,"OpenIntelligence/Core/Models/ChatMessage.swift, OpenIntelligence/Core/Models/RAGQuery.swift, OpenIntelligence/Core/Support/EngineSDKCompatibility.swift...",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining struct DocumentChunk, enum ChunkAbstractionLevel, enum DocumentSemanticCategory. It is referenced in 32 other source files."
OpenIntelligence/Core/Models/EvidenceSource.swift,Swift Source,491,"OpenIntelligence, OpenIntelligenceEngine",enum EvidenceSource,SHIPPED_USER_FACING,2,"OpenIntelligence/Core/Protocols/EngineInterfaces.swift, OpenIntelligence/Services/RAG/Orchestration/RAGService.swift",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining enum EvidenceSource. It is referenced in 2 other source files."
OpenIntelligence/Core/Models/IngestionItem.swift,Swift Source,12998,"OpenIntelligence, OpenIntelligenceEngine","enum IngestionStage, struct IngestionEvent, struct PipelineMetrics, struct IngestionItem, enum CodingKeys...",SHIPPED_USER_FACING,6,"OpenIntelligence/Core/Models/IngestionRuntimeBridge.swift, OpenIntelligence/Features/Onboarding/OnboardingChecklistView.swift, OpenIntelligence/Services/Infrastructure/Background/IngestionLiveActivityService.swift...",High,High,,"Swift source file compiled in OpenIntelligence, OpenIntelligenceEngine defining enum IngestionStage, struct IngestionEvent, struct PipelineMetrics. It is referenced in 6 other source files."
