path,extension,file_type,line_count,size_bytes,checksum,category,inspected,reason_if_not,relevance,source_of_truth_candidate,stale_risk,notes
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_1_part_a.md,.md,text/human-readable,4,159,cf0f99650250e9e42f30c931a6bfaa38bab7b2b67edb9bc6bb5e137fd76fb189,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_1_part_b.md,.md,text/human-readable,4,158,ecc8f4f196efc7d625d858f6bb11b034d385fffe2b41809d304bd75700077d79,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_2_part_a.md,.md,text/human-readable,4,159,080007ec3d3ed27a72e77f59bb3cf91dff5a07faef8c22b0ca01f87bbffa3277,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_2_part_b.md,.md,text/human-readable,4,158,7d44bd5d9c916656169f6c91a1f3313e05aea6c05ba8fe41ba7798fbd6ce1ddb,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_3_part_a.md,.md,text/human-readable,4,159,1e70d7c58bc733c9686eb6e9ce22127d1ce1efdda409684c90bc13bd205c3dca,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_3_part_b.md,.md,text/human-readable,4,158,810a99967424f0311e89893bfca3555c763f1ebbc2e5dda209282e21afcf9e79,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_a.md,.md,text/human-readable,4,159,dbe35add39b743c767715425e181c5ce742a07076e91ae0f974cf4f6399ba4ca,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_4_part_b.md,.md,text/human-readable,4,158,36afa9e33dc3e3a576f7488b8e751028c7099315be6c23e2fb12938e6df70430,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_a.md,.md,text/human-readable,4,159,d8b0bd8402ba911670e751dae8c34214370b7c7803328980d795940967d73f32,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/multi_hop/case_5_part_b.md,.md,text/human-readable,4,158,38e075cdfb85fc7b739327cf526b0c9a7e35438398d4fbd1fa33a296da89d9f5,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_alpha.md,.md,text/human-readable,7,224,38b60fcd463f7d5ed9d81b0cd6deb9049cb7948faf02191106a9b968c3bc4a7e,other,yes,,retrieval,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_beta.md,.md,text/human-readable,7,233,72323672ae844aa5808a9be1f15176e94457098ea130ec3b554b86067ef6ca1b,other,yes,,retrieval,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_delta.md,.md,text/human-readable,7,237,a8223b56046a0edc5991b0db240571cabc7c2f6313d183907a3e46fb18a1dab7,other,yes,,retrieval,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_epsilon.md,.md,text/human-readable,7,242,899f9d1033cfae0d365969a10b291364f5facd4e1215f143049456d3053c2d95,other,yes,,retrieval,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/fixtures/synthetic/retrieval/retrieval_gamma.md,.md,text/human-readable,7,242,596fd31b4b72227b4e1b8e2328aa8de860de2051a9ea9e7d138250766290d667,other,yes,,retrieval,no,low,Scanned file under other.
Benchmarks/ResearchFixtures/tiny_research_suite/manifest.json,.json,configuration,447,16498,7a605529f3a816a170b4d8d62aa3483790926a89f6af388cc2f18c8377b94b8e,other,yes,,unknown,no,low,Scanned file under other.
Benchmarks/rag_validation_sample.json,.json,configuration,133,4649,ba25f1db0524d38043a10e2bdfc252c197cdc5fd0a554bf4d05567c209a64df4,other,yes,,unknown,no,low,Scanned file under other.
CHANGELOG.md,.md,text/human-readable,198,22810,3510fb7e1014b0bc7682c4c362a3073ba382837bb4c0ae1e99af3f78937a98ce,root documentation,yes,,marketing,no,medium,Scanned file under root documentation.
Docs/ARCHITECTURE.md,.md,text/human-readable,133,8762,dcd5bdd9e9e71c52371a5c77e92752cd0df0fedb4e50f708d8ba9952b71f6cd0,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/AppleIntelligenceTransitionPlan.md,.md,text/human-readable,181,16329,90f8f8101914300532ae536d5ada4e0e0f459db8f82cb41bbf518c94622b71fa,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/AuditArtifacts/audit_commands_used.md,.md,text/human-readable,77,2579,f76442fc4d46ad74121130e41834216b8e59c2e4745c3c7981d63e7b79d40bb1,audit output,yes,,audit,yes,low,Scanned file under audit output.
Docs/AuditArtifacts/chat_state_callgraph.md,.md,text/human-readable,79,4971,c4285b82016fafe3ea99b62b5d82bbde2b9ffd6d48b7edf20d95a6cf7f8affc5,audit output,yes,,audit,yes,low,Scanned file under audit output.
Docs/AuditArtifacts/evidence_threads_decision_log.md,.md,text/human-readable,47,6433,f5010298ee282527eba627c4860c571841fc758a5c8ac038a0942175f99dcfe6,audit output,yes,,audit,yes,low,Scanned file under audit output.
Docs/BILLING_AND_LIMITS.md,.md,text/human-readable,48,3530,8c0ad8946103b80c29638948ce441fa988c40641244b247c435696f8d7d4bec1,core documentation,yes,,billing,yes,low,Scanned file under core documentation.
Docs/DEMO.md,.md,text/human-readable,36,1319,a3acdba5b506d9b2db9b08ca303df4022350f9639cbf539301e2aa70b8fab3c5,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/EVALS.md,.md,text/human-readable,72,2841,fd24626c4a7f329737f4d51c290656c9c6bdeea788588203ab049a4900aae56a,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/Engineering/APPLE_DOCUMENT_INTELLIGENCE.md,.md,text/human-readable,1737,51195,25d2fd62c5cc2e90fcf1378b22569ce10b97e135d4388f89f2bdd7256255c6b1,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/APPLE_FM_TECH_REPORT_2025.md,.md,text/human-readable,385,17186,6cd179e0f9f5b36e96dc4117ca0b68befd0dce8e735625927c8378b8e1cfd40d,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/APPLE_MODELS.md,.md,text/human-readable,663,21650,d7f09a26eeda4d132317bf365da9bb7a3d4f5dc53c6d7127bf634e5358a0a459,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/HARD_LIMITS.md,.md,text/human-readable,123,7195,3a563b49e1e523ee79071d75a55b1055dcda3b008ef8c132968e967112060add,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/PRIVATE_CLOUD_COMPUTE.md,.md,text/human-readable,94,5341,e62666d96373255cff8b0e6c387e269c90f18b3faa71fcf763485c981b3ab89a,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/RAG_TECHNICAL.md,.md,text/human-readable,645,22458,055483b381417eaaab55c2199fbcebfe1df49d06876f9cce393c03c238b8bcda,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/Engineering/STORAGE_AND_PIPELINE_TRACE.md,.md,text/human-readable,183,13774,7266e5cd65909d164a645191f1dbcfd7daf6fc606ac0c356143f6630847636b2,engineering documentation,yes,,architecture,yes,low,Scanned file under engineering documentation.
Docs/FULL_REPO_EVIDENCE_THREADS_ARCHITECTURE_AUDIT.md,.md,text/human-readable,479,38220,bac69c67f6849911e2b35e8de314a478944bf74a851dfefb12551dfc821c2615,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/FULL_REPO_EVIDENCE_THREADS_AUDIT_VERIFICATION.md,.md,text/human-readable,251,23902,789b70f38b840297a4bad5070aa397558656efe81c6fd61ea8eec867b3b90e3b,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/FULL_REPO_LINE_BY_LINE_AUDIT.md,.md,text/human-readable,372,32151,2c37bf607293db278c55f8ddc0fde991262fa4e820f46ad0132fefc7776c3a3b,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/INGESTION_PIPELINE.md,.md,text/human-readable,62,3606,f0027bf1ba82ebfe9a359b7d68f1dedf0160498fe9c7ba9907fca66d5df5b605,core documentation,yes,,ingestion,yes,low,Scanned file under core documentation.
Docs/LIMITATIONS.md,.md,text/human-readable,32,1367,3afd5bf4a4b63561ecf371a801e7d88ebcd5ebc2a1a0059c20b5eecb555d7115,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/PRIVACY_AND_ROUTING.md,.md,text/human-readable,44,2803,8862a18ed558210355b7360e92b73d6b415b8c4404ea810e03b85247172589b0,core documentation,yes,,privacy,yes,low,Scanned file under core documentation.
Docs/PRODUCT_POSITIONING_AND_EVIDENCE_THREADS_AUDIT.md,.md,text/human-readable,85,6640,d73d7da9accbab006bb862683f6977a5c8c2b78c6051b09bb3a2d2f2f05dbf00,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/PRODUCT_POSITIONING_AND_EVIDENCE_THREADS_AUDIT_V2.md,.md,text/human-readable,82,5924,067abe5a9c8bf876fd707464d371717d7ff88a0a33a279ead4760ac70293f240,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/RELEASE_NOTES.md,.md,text/human-readable,182,16710,0da25c4932fdad6d6b5aab57fc7076257416fad46b6893c9a9c2fc1414c2ee97,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/RETRIEVAL_PIPELINE.md,.md,text/human-readable,60,4476,2f811155343b1c081895c0e881087df280060dd9f7ebbe88375f5e92fc3d8d65,core documentation,yes,,retrieval,yes,low,Scanned file under core documentation.
Docs/ROADMAP.md,.md,text/human-readable,29,1755,fa3541973249b9f90491d972fcb99a08b3cf3604f144265ac6d423a6b7c959fc,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/Research/APPLE_INTELLIGENCE_AND_FOUNDATION_MODELS.md,.md,text/human-readable,50,4102,c267513828114619d8739b0cc5472fa7874a067f0be6dd5d3aa128c56088dddd,research documentation,yes,,roadmap,no,low,Scanned file under research documentation.
Docs/Research/CAG_AND_CONTEXT_ENGINEERING_2024_2026.md,.md,text/human-readable,56,3883,021fafdfdcf5b39794d53e2aa7b9292e6b197c5f54295ea8eb0ae84b2086835c,research documentation,yes,,roadmap,no,low,Scanned file under research documentation.
Docs/Research/COREML_METAL_ON_DEVICE_AI.md,.md,text/human-readable,40,4427,671105050c5d2aefc1de8415ec7928611655ce095862641f71838f51f6da3f0b,research documentation,yes,,roadmap,no,low,Scanned file under research documentation.
Docs/Research/DOCUMENT_INTELLIGENCE_AND_OCR.md,.md,text/human-readable,37,3994,ee81c3483ff17b0dcc2e4c0f135915555f318173cd1090ad723702d7acb29a93,research documentation,yes,,roadmap,no,low,Scanned file under research documentation.
Docs/Research/RAG_AND_RETRIEVAL_2024_2026.md,.md,text/human-readable,62,6780,3b1dfb9bded81bd07d64728cfec1d4dd5bde35e32ebb3f74890bbef9e4280099,research documentation,yes,,retrieval,no,low,Scanned file under research documentation.
Docs/Research/README.md,.md,text/human-readable,25,2004,3ef37784a9591a8076d5d23d52a102e23c19f5108300145f697783f1a95ddafc,research documentation,yes,,roadmap,no,low,Scanned file under research documentation.
Docs/TestDocuments/README.md,.md,text/human-readable,39,1291,55d2d224ba2bd5116250642ee10d8a518980b4dafe0ccf533e17cadd54bfbad3,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_1page.txt,.txt,text/human-readable,23,1473,a85c10fb555d215b4e5a9d020a7658e7a159e98b28f2f6b351d8e1a37dfc1c6a,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_empty.txt,.txt,text/human-readable,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_special_chars.txt,.txt,text/human-readable,27,1758,992ad1748be254e6724aa1caeba508b3c224fcb7b30eaed639555a68ed08852e,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_technical.md,.md,text/human-readable,59,1765,c50c34994dff525b77caeb81b796752b2c85f00e4fe86de726e6390195428588,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_unicode.txt,.txt,text/human-readable,51,2679,4d37fe20f2d0bbf166107718a265c8134663b88407ff5c353b4c15c3f201247c,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/TestDocuments/sample_whitespace.txt,.txt,text/human-readable,45,774,9219b1ea5eea82721f1ef3f55c578786cc9298ad7c31155aef1ce110e3732c9c,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
Docs/USER_CHANGELOG.md,.md,text/human-readable,121,11303,e63b0ae3e7e6390814214df46554b88d97a68bb9d7df149f2b0bc3519e8467b6,core documentation,yes,,architecture,yes,low,Scanned file under core documentation.
HOW_IT_WORKS.md,.md,text/human-readable,45,2865,16755cbb0ef471a3ce8f8773a8d9ca6250ffa19ff53f5cc5da9c1cce3fd0b18b,root documentation,yes,,marketing,no,medium,Scanned file under root documentation.
Info.plist,.plist,configuration,29,852,d85d3bf6eb6c4331e9ae7dbdcef2f29e5d286890e9858dc2af310d94f3227c2a,configuration file,yes,,architecture,yes,low,Scanned file under configuration file.
OpenIntelligence.xcodeproj/xcshareddata/xcodecloud/manifest.json,.json,configuration,9,171,be91e214f86fd4fc20751cf42c4b34c5db940dc6c62a8b28847ae76eff3a151b,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence.xcodeproj/xcuserdata/gunnarhostetler.xcuserdatad/xcschemes/xcschememanagement.plist,.plist,configuration,29,741,f1e04a1cd1299ff11e30769712ec00e484a5236177dd9e13bb2c9aea9e25e788,configuration file,yes,,architecture,yes,low,Scanned file under configuration file.
OpenIntelligence/Core/Support/test_write.txt,.txt,text/human-readable,1,5,f2ca1bb6c7e907d06dafe4687e579fce76b37e4e93b7605022da52e6ccc26fd2,other,yes,,unknown,no,low,Scanned file under other.
OpenIntelligence/OpenIntelligence.entitlements,.entitlements,configuration,22,670,00be39991a2fb71d6a63ec5ad5286ae2442c385fa88ab4dde33dcd3bc9253ce1,configuration file,yes,,architecture,yes,low,Scanned file under configuration file.
OpenIntelligence/Resources/Assets/Assets.xcassets/AccentColor.colorset/Contents.json,.json,configuration,20,329,1c86da25164fbf355100729749c76728af318ac7182713c79a8a9e3d6ca599f0,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/Assets/Assets.xcassets/AppIcon.appiconset/Contents.json,.json,configuration,176,3716,ae7df61a0b5e3a9451ff9e8a5fc7906570bbd0e130cfd253259a9974cb740238,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/Assets/Assets.xcassets/Contents.json,.json,configuration,6,63,991ae939fbd598450a066b66404e06c5ae9b7d37e9aa0026de9e318443ba46fb,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/Assets/Assets.xcassets/LogicBoard_A18Pro.imageset/Contents.json,.json,configuration,22,352,0ae3056507f51c64c1f1fbe4cfc0b022d0b278ba412c1f3d8c1ddef27bd5be06,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Data/com.apple.CoreML/FeatureDescriptions.json,.json,configuration,27,453,6d740aebeafccfc94f4221e262797fc3bd762a3e444a624f63b1fbbe1d68ddae,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Data/com.apple.CoreML/Metadata.json,.json,configuration,11,401,341934f69b534df19bd21a86010b7b4b7ea99392bc8aeab05ce4891284e2844c,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/EmbeddingModel.mlpackage/Manifest.json,.json,configuration,30,1147,1e70ad5361843419b68ff991975c4fb392a5baa50b2eb8e8fbeb8f73119d1c0e,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/ReRankerModel.mlpackage/Manifest.json,.json,configuration,18,617,4a28cee06db168f73e408fa8934b06d8320cf408f2e7266e07da794fbe0f6a44,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/embedding_vocab.json,.json,configuration,1,525622,c0ce9b1d236e8b3f158cec0dda1c6c4d3347e8af1555ea5958736c8cf940b839,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/MLModels/reranker_vocab.json,.json,configuration,1,525622,6055adb468d3023cf5f33abb7db9b42f45be172bb930e5390439a30164587dd2,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/Resources/StoreKit/StoreKitConfiguration.storekit,.storekit,configuration,173,4377,d828a02c4973fcc2428e87b986d670ed76958509b123f8674884f3e3496eb66c,configuration file,yes,,billing,yes,low,Scanned file under configuration file.
OpenIntelligence/swift-transformers/README.md,.md,text/human-readable,171,6878,ac3ae708db9d8552667b57ed312995dfc0026bdd128c0854a44feb7f575e3896,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/swift-transformers/Sources/Hub/Resources/gpt2_tokenizer_config.json,.json,configuration,9,234,551e26ec611d8d0c8edc3ef72e518a38418cb71f40de1347dd486a595e1557d7,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligence/swift-transformers/Sources/Hub/Resources/t5_tokenizer_config.json,.json,configuration,937,20746,e0aff0b1de9071e30d9a60a199303b6abe916a64a19932bd1c46992279b41a1f,other,no,"Vendor, asset description, or compiler-generated file",none,no,low,Scanned file under other.
OpenIntelligenceLiveActivities/Info.plist,.plist,configuration,25,801,305b98125ecdc33612e1fbaf39bb65af73f753a007c4d3b4f4fd52b16da5c85d,configuration file,yes,,architecture,yes,low,Scanned file under configuration file.
PRIVACY.md,.md,text/human-readable,45,3657,6203889ce6ce341fd4041c2d9a5a5c660e5549f2a28b766cede333e5796d2e78,root documentation,yes,,privacy,no,medium,Scanned file under root documentation.
README.md,.md,text/human-readable,135,7919,549bd05505343fee75a007fe1a4049e2b23ece95ac4cc3a8aaa9721e2ebda7e6,root documentation,yes,,marketing,no,medium,Scanned file under root documentation.
THIRD_PARTY_NOTICES.md,.md,text/human-readable,15,515,0e3ec02b693656bb409ed5c5e92cafec0bf605447ecfae53973ea5235382fc38,other,yes,,unknown,no,low,Scanned file under other.
WHATS_NEW.md,.md,text/human-readable,187,19592,6617994cb094122b147d84f06c7a43bf3e267e67adba3d74476e2c129a381dfd,root documentation,yes,,marketing,no,medium,Scanned file under root documentation.
Xrays/pipeline-xray/data/canonical-pipeline.json,.json,configuration,848,28736,842ab9ad03fe02e3b7530bdd5ecbd5fd2ac1e3823bb31791738a2a830988ac24,other,yes,,unknown,no,low,Scanned file under other.
Xrays/pipeline-xray/data/demo-traces/deep-think-brake-comparison.txt,.txt,text/human-readable,256,15217,f2e5bba6e94bcf1c7f1e335bae2c96fcde751e3a06626f6fb9e2838879201d1d,other,yes,,unknown,no,low,Scanned file under other.
Xrays/pipeline-xray/data/demo-traces/standard-oil-query.txt,.txt,text/human-readable,143,8823,73ce81e99f47e1d6f777611593a3c0beffd2b4b9a42263935c7c82981bd7f335,other,yes,,unknown,no,low,Scanned file under other.
fastlane/README.md,.md,text/human-readable,56,1228,ad0135704bc511a4a07ab4c2bbe2b4941022a99e85758e57d1ccd02c8d4a4282,other,yes,,unknown,no,low,Scanned file under other.
fastlane/metadata/en-US/release_notes.txt,.txt,text/human-readable,9,1426,6b780ccfa9209af22378c6f0464e139a1b227a64e8e9549b06bd3de711e3fd92,other,yes,,unknown,no,low,Scanned file under other.
google_ads_automation_payload/manifests/campaign_manifest.json,.json,configuration,21,433,3429b5cd504a9dc05ae847eb70d2262e0f5847bd63a8fbaeeb32527b84339fa9,other,yes,,unknown,no,low,Scanned file under other.
youtube_videos.json,.json,configuration,378,10158,5aabae3c3c625327890d8219d7f13d421b106c4f1e9c5b3c04dfed893895ae6e,other,yes,,unknown,no,low,Scanned file under other.
